topic,verse_ref,verse_content
safety,Psalm 91:1-2,"Whoever dwells in the shelter of the Most High will rest in the shadow of the Almighty. I will say of the Lord, “He is my refuge and my fortress, my God, in whom I trust.”"
safety,Psalm 46:1,"God is our refuge and strength, an ever-present help in trouble."
safety,Psalm 32:7,You are my hiding place; you will protect me from trouble and surround me with songs of deliverance.
safety,Psalm 4:8,"In peace I will lie down and sleep, for you alone, Lord, make me dwell in safety."
safety,Nahum 1:7,"The Lord is good, a refuge in times of trouble. He cares for those who trust in him."
safety,Psalm 55:22,Cast your cares on the Lord and he will sustain you; he will never let the righteous be shaken.
safety,Proverbs 27:12,"The prudent see danger and take refuge, but the simple keep going and pay the penalty."
safety,Psalm 91:4,"He will cover you with his feathers, and under his wings you will find refuge; his faithfulness will be your shield and rampart."
safety,Proverbs 10:9,"Whoever walks in integrity walks securely, but whoever takes crooked paths will be found out."
safety,Isaiah 26:3,"You will keep in perfect peace those whose minds are steadfast, because they trust in you."
safety,John 17:15,My prayer is not that you take them out of the world but that you protect them from the evil one.
safety,Psalm 138:8,"The Lord will vindicate me; your love, Lord, endures forever— do not abandon the works of your hands."
safety,1 Thessalonians 5:6,"So then, let us not be like others, who are asleep, but let us be awake and sober."
safety,Psalm 118:8,It is better to take refuge in the Lord than to trust in humans.
safety,Jeremiah 31:25,I will refresh the weary and satisfy the faint.
safety,Proverbs 18:10,The name of the Lord is a fortified tower; the righteous run to it and are safe.
safety,Psalm 62:2,"Truly he is my rock and my salvation; he is my fortress, I will never be shaken."
safety,Psalm 37:3,Trust in the Lord and do good; dwell in the land and enjoy safe pasture.
safety,Psalm 9:9,"The Lord is a refuge for the oppressed, a stronghold in times of trouble."
safety,James 4:7,"Submit yourselves, then, to God. Resist the devil, and he will flee from you."
safety,Ephesians 6:13,"Therefore put on the full armor of God, so that when the day of evil comes, you may be able to stand your ground, and after you have done everything, to stand."
safety,Jeremiah 17:14,"Heal me, Lord, and I will be healed; save me and I will be saved, for you are the one I praise."
safety,Psalm 68:4-5,"Sing to God, sing in praise of his name, extol him who rides on the clouds; rejoice before him—his name is the Lord. A father to the fatherless, a defender of widows, is God in his holy dwelling."
salvation,Acts 4:12,"Salvation is found in no one else, for there is no other name under heaven given to mankind by which we must be saved."
salvation,Acts 16:31,"They replied, “Believe in the Lord Jesus, and you will be saved—you and your household.”"
salvation,2 Timothy 1:9,He has saved us and called us to a holy life—not because of anything we have done but because of his own purpose and grace. This grace was given us in Christ Jesus before the beginning of time.
salvation,Psalm 62:1,Truly my soul finds rest in God; my salvation comes from him.
salvation,Acts 2:21,And everyone who calls on the name of the Lord will be saved.
salvation,1 Corinthians 6:9-10,Or do you not know that wrongdoers will not inherit the kingdom of God? Do not be deceived: Neither the sexually immoral nor idolaters nor adulterers nor men who have sex with men nor thieves nor the greedy nor drunkards nor slanderers nor swindlers will inherit the kingdom of God.
salvation,Romans 10:10,"For it is with your heart that you believe and are justified, and it is with your mouth that you profess your faith and are saved."
salvation,Titus 2:11-12,"For the grace of God has appeared that offers salvation to all people. It teaches us to say “No” to ungodliness and worldly passions, and to live self-controlled, upright and godly lives in this present age."
salvation,Luke 19:10,For the Son of Man came to seek and to save the lost.
salvation,2 Peter 3:9,"The Lord is not slow in keeping his promise, as some understand slowness. Instead he is patient with you, not wanting anyone to perish, but everyone to come to repentance."
salvation,Luke 18:27,"Jesus replied, “What is impossible with man is possible with God.”"
salvation,Mark 16:16,"Whoever believes and is baptized will be saved, but whoever does not believe will be condemned."
salvation,Matthew 7:13-14,"Enter through the narrow gate. For wide is the gate and broad is the road that leads to destruction, and many enter through it. But small is the gate and narrow the road that leads to life, and only a few find it."
salvation,Hebrews 9:28,"So Christ was sacrificed once to take away the sins of many; and he will appear a second time, not to bear sin, but to bring salvation to those who are waiting for him."
salvation,1 Peter 1:8-9,"Though you have not seen him, you love him; and even though you do not see him now, you believe in him and are filled with an inexpressible and glorious joy, for you are receiving the end result of your faith, the salvation of your souls."
salvation,1 Corinthians 15:22,"For as in Adam all die, so in Christ all will be made alive."
salvation,Acts 13:47,"For this is what the Lord has commanded us: “I have made you a light for the Gentiles, that you may bring salvation to the ends of the earth.”"
salvation,Ephesians 2:8-9,"For it is by grace you have been saved, through faith—and this is not from yourselves, it is the gift of God—not by works, so that no one can boast."
salvation,Romans 1:16,"For I am not ashamed of the gospel, because it is the power of God that brings salvation to everyone who believes: first to the Jew, then to the Gentile."
salvation,Romans 5:7-8,"Very rarely will anyone die for a righteous person, though for a good person someone might possibly dare to die. But God demonstrates his own love for us in this: While we were still sinners, Christ died for us."
salvation,Romans 5:10,"For if, while we were God’s enemies, we were reconciled to him through the death of his Son, how much more, having been reconciled, shall we be saved through his life!"
salvation,Psalm 18:35-36,"You make your saving help my shield, and your right hand sustains me; your help has made me great. You provide a broad path for my feet, so that my ankles do not give way."
salvation,Mark 10:52,"“Go,” said Jesus, “your faith has healed you.” Immediately he received his sight and followed Jesus along the road."
salvation,Habakkuk 3:17-18,"Though the fig tree does not bud and there are no grapes on the vines, though the olive crop fails and the fields produce no food, though there are no sheep in the pen and no cattle in the stalls, yet I will rejoice in the Lord, I will be joyful in God my Savior."
salvation,Mark 10:27,"Jesus looked at them and said, “With man this is impossible, but not with God; all things are possible with God.”"
savior,1 John 4:10,"This is love: not that we loved God, but that he loved us and sent his Son as an atoning sacrifice for our sins."
savior,Job 19:25,"I know that my redeemer lives, and that in the end he will stand on the earth."
savior,Luke 2:11,"Today in the town of David a Savior has been born to you; he is the Messiah, the Lord."
savior,1 John 2:2,"He is the atoning sacrifice for our sins, and not only for ours but also for the sins of the whole world."
savior,Philippians 2:6-8,"Who, being in very nature God, did not consider equality with God something to be used to his own advantage; rather, he made himself nothing by taking the very nature of a servant, being made in human likeness. And being found in appearance as a man, he humbled himself by becoming obedient to death— even death on a cross!"
savior,Galatians 2:20,"I have been crucified with Christ and I no longer live, but Christ lives in me. The life I now live in the body, I live by faith in the Son of God, who loved me and gave himself for me."
savior,Romans 3:23-24,"For all have sinned and fall short of the glory of God, and all are justified freely by his grace through the redemption that came by Christ Jesus."
savior,Hebrews 7:25,"Therefore he is able to save completely those who come to God through him, because he always lives to intercede for them."
savior,Ephesians 1:7,"In him we have redemption through his blood, the forgiveness of sins, in accordance with the riches of God’s grace."
savior,1 Peter 1:18-19,"For you know that it was not with perishable things such as silver or gold that you were redeemed from the empty way of life handed down to you from your ancestors, but with the precious blood of Christ, a lamb without blemish or defect."
savior,Hebrews 12:2,"Fixing our eyes on Jesus, the pioneer and perfecter of faith. For the joy set before him he endured the cross, scorning its shame, and sat down at the right hand of the throne of God."
savior,Hosea 13:4,"But I have been the Lord your God ever since you came out of Egypt. You shall acknowledge no God but me, no Savior except me."
savior,Hebrews 5:9,"And, once made perfect, he became the source of eternal salvation for all who obey him."
savior,Romans 5:10,"For if, while we were God’s enemies, we were reconciled to him through the death of his Son, how much more, having been reconciled, shall we be saved through his life!"
savior,Hebrews 9:15,"For this reason Christ is the mediator of a new covenant, that those who are called may receive the promised eternal inheritance—now that he has died as a ransom to set them free from the sins committed under the first covenant."
savior,Colossians 1:13-14,"For he has rescued us from the dominion of darkness and brought us into the kingdom of the Son he loves, in whom we have redemption, the forgiveness of sins."
savior,Matthew 28:5-6,"The angel said to the women, “Do not be afraid, for I know that you are looking for Jesus, who was crucified. He is not here; he has risen, just as he said. Come and see the place where he lay.”"
savior,Acts 26:22-23,"But God has helped me to this very day; so I stand here and testify to small and great alike. I am saying nothing beyond what the prophets and Moses said would happen— that the Messiah would suffer and, as the first to rise from the dead, would bring the message of light to his own people and to the Gentiles."
second-coming,Matthew 24:44,"So you also must be ready, because the Son of Man will come at an hour when you do not expect him."
second-coming,Hebrews 10:24-25,"And let us consider how we may spur one another on toward love and good deeds, not giving up meeting together, as some are in the habit of doing, but encouraging one another—and all the more as you see the Day approaching."
second-coming,Revelation 22:20,"He who testifies to these things says, “Yes, I am coming soon.” Amen. Come, Lord Jesus."
second-coming,Matthew 24:42,"Therefore keep watch, because you do not know on what day your Lord will come."
second-coming,Revelation 22:12,"Look, I am coming soon! My reward is with me, and I will give to each person according to what they have done."
second-coming,1 Peter 4:7,The end of all things is near. Therefore be alert and of sober mind so that you may pray.
second-coming,Revelation 3:11,"I am coming soon. Hold on to what you have, so that no one will take your crown."
second-coming,Revelation 1:7,"“Look, he is coming with the clouds,” and “every eye will see him, even those who pierced him”; and all peoples on earth “will mourn because of him.” So shall it be! Amen."
second-coming,Revelation 1:8,"“I am the Alpha and the Omega,” says the Lord God, “who is, and who was, and who is to come, the Almighty.”"
second-coming,Acts 1:10-11,"They were looking intently up into the sky as he was going, when suddenly two men dressed in white stood beside them. “Men of Galilee,” they said, “why do you stand here looking into the sky? This same Jesus, who has been taken from you into heaven, will come back in the same way you have seen him go into heaven.”"
second-coming,1 John 2:28,"And now, dear children, continue in him, so that when he appears we may be confident and unashamed before him at his coming."
second-coming,Matthew 7:15,"Watch out for false prophets. They come to you in sheep’s clothing, but inwardly they are ferocious wolves."
second-coming,2 Peter 3:8,"But do not forget this one thing, dear friends: With the Lord a day is like a thousand years, and a thousand years are like a day."
second-coming,Philippians 1:6,"Being confident of this, that he who began a good work in you will carry it on to completion until the day of Christ Jesus."
second-coming,Ephesians 4:30,"And do not grieve the Holy Spirit of God, with whom you were sealed for the day of redemption."
second-coming,Matthew 24:26-27,"So if anyone tells you, ‘There he is, out in the wilderness,’ do not go out; or, ‘Here he is, in the inner rooms,’ do not believe it. For as lightning that comes from the east is visible even in the west, so will be the coming of the Son of Man."
seeking,Jeremiah 29:13,You will seek me and find me when you seek me with all your heart.
seeking,2 Chronicles 15:2b,"The Lord is with you when you are with him. If you seek him, he will be found by you, but if you forsake him, he will forsake you."
seeking,1 Chronicles 16:11,Look to the Lord and his strength; seek his face always.
seeking,Psalm 63:1,"You, God, are my God, earnestly I seek you; I thirst for you, my whole being longs for you, in a dry and parched land where there is no water."
seeking,Matthew 7:7,Ask and it will be given to you; seek and you will find; knock and the door will be opened to you.
seeking,Psalm 37:4,"Take delight in the Lord, and he will give you the desires of your heart."
seeking,Psalm 34:4,"I sought the Lord, and he answered me; he delivered me from all my fears."
seeking,Psalm 9:10,"Those who know your name trust in you, for you, Lord, have never forsaken those who seek you."
seeking,Isaiah 55:6,Seek the Lord while he may be found; call on him while he is near.
seeking,Psalm 105:4,Look to the Lord and his strength; seek his face always.
seeking,Isaiah 65:1,"I revealed myself to those who did not ask for me; I was found by those who did not seek me. To a nation that did not call on my name, I said, ‘Here am I, here am I.’"
seeking,Amos 5:4,This is what the Lord says to Israel: “Seek me and live.”
seeking,Luke 19:10,For the Son of Man came to seek and to save the lost.
seeking,Psalm 139:1-2,"You have searched me, Lord, and you know me. You know when I sit and when I rise; you perceive my thoughts from afar."
seeking,Psalm 119:2,Blessed are those who keep his statutes and seek him with all their heart.
seeking,Psalm 34:10,"The lions may grow weak and hungry, but those who seek the Lord lack no good thing."
seeking,Amos 5:14,"Seek good, not evil, that you may live. Then the Lord God Almighty will be with you, just as you say he is."
seeking,Proverbs 18:22,He who finds a wife finds what is good and receives favor from the Lord.
seeking,Hebrews 11:6,"And without faith it is impossible to please God, because anyone who comes to him must believe that he exists and that he rewards those who earnestly seek him."
seeking,Ephesians 6:10,"Finally, be strong in the Lord and in his mighty power."
seeking,Proverbs 24:14,"Know also that wisdom is like honey for you: If you find it, there is a future hope for you, and your hope will not be cut off."
seeking,Psalm 119:45,"I will walk about in freedom, for I have sought out your precepts."
seeking,Psalm 42:2,"My soul thirsts for God, for the living God. When can I go and meet with God?"
self-control,Proverbs 25:28,Like a city whose walls are broken through is a person who lacks self-control.
self-control,2 Timothy 1:7,"For the Spirit God gave us does not make us timid, but gives us power, love and self-discipline."
self-control,2 Peter 1:5-7,"For this very reason, make every effort to add to your faith goodness; and to goodness, knowledge; and to knowledge, self-control; and to self-control, perseverance; and to perseverance, godliness; and to godliness, mutual affection; and to mutual affection, love."
self-control,Proverbs 16:32,"Better a patient person than a warrior, one with self-control than one who takes a city."
self-control,Galatians 5:22-23,"But the fruit of the Spirit is love, joy, peace, forbearance, kindness, goodness, faithfulness, gentleness and self-control. Against such things there is no law."
self-control,Proverbs 18:21,"The tongue has the power of life and death, and those who love it will eat its fruit."
self-control,James 1:19,"My dear brothers and sisters, take note of this: Everyone should be quick to listen, slow to speak and slow to become angry."
self-control,1 Corinthians 10:13,"No temptation has overtaken you except what is common to mankind. And God is faithful; he will not let you be tempted beyond what you can bear. But when you are tempted, he will also provide a way out so that you can endure it."
self-control,1 Thessalonians 5:6,"So then, let us not be like others, who are asleep, but let us be awake and sober."
self-control,Proverbs 12:16,"Fools show their annoyance at once, but the prudent overlook an insult."
self-control,Titus 2:11-12,"For the grace of God has appeared that offers salvation to all people. It teaches us to say “No” to ungodliness and worldly passions, and to live self-controlled, upright and godly lives in this present age."
self-control,1 Corinthians 9:27,"No, I strike a blow to my body and make it my slave so that after I have preached to others, I myself will not be disqualified for the prize."
self-control,Proverbs 29:11,"Fools give full vent to their rage, but the wise bring calm in the end."
self-control,Romans 12:2,"Do not conform to the pattern of this world, but be transformed by the renewing of your mind. Then you will be able to test and approve what God’s will is—his good, pleasing and perfect will."
self-control,1 Corinthians 9:25,"Everyone who competes in the games goes into strict training. They do it to get a crown that will not last, but we do it to get a crown that will last forever."
self-control,Ephesians 6:12,"For our struggle is not against flesh and blood, but against the rulers, against the authorities, against the powers of this dark world and against the spiritual forces of evil in the heavenly realms."
self-control,Job 31:1,I made a covenant with my eyes not to look lustfully at a young woman.
self-control,Proverbs 4:27,Do not turn to the right or the left; keep your foot from evil.
self-control,2 John 1:8,"Watch out that you do not lose what we have worked for, but that you may be rewarded fully."
self-control,1 Corinthians 7:5,"Do not deprive each other except perhaps by mutual consent and for a time, so that you may devote yourselves to prayer. Then come together again so that Satan will not tempt you because of your lack of self-control."
selfishness,Philippians 2:3,"Do nothing out of selfish ambition or vain conceit. Rather, in humility value others above yourselves."
selfishness,1 Corinthians 10:24,"No one should seek their own good, but the good of others."
selfishness,1 Corinthians 13:4-5,"Love is patient, love is kind. It does not envy, it does not boast, it is not proud. It does not dishonor others, it is not self-seeking, it is not easily angered, it keeps no record of wrongs."
selfishness,James 3:16,"For where you have envy and selfish ambition, there you find disorder and every evil practice."
selfishness,Proverbs 11:25,A generous person will prosper; whoever refreshes others will be refreshed.
selfishness,Romans 15:2,"Each of us should please our neighbors for their good, to build them up."
selfishness,Proverbs 18:2,Fools find no pleasure in understanding but delight in airing their own opinions.
selfishness,Mark 12:31,The second is this: ‘Love your neighbor as yourself.’ There is no commandment greater than these.
selfishness,1 Corinthians 3:18,"Do not deceive yourselves. If any of you think you are wise by the standards of this age, you should become “fools” so that you may become wise."
selfishness,Psalm 119:36,Turn my heart toward your statutes and not toward selfish gain.
selfishness,Galatians 2:20,"I have been crucified with Christ and I no longer live, but Christ lives in me. The life I now live in the body, I live by faith in the Son of God, who loved me and gave himself for me."
selfishness,Acts 20:24,"However, I consider my life worth nothing to me; my only aim is to finish the race and complete the task the Lord Jesus has given me—the task of testifying to the good news of God’s grace."
selfishness,Mark 8:34,Then he called the crowd to him along with his disciples and said: “Whoever wants to be my disciple must deny themselves and take up their cross and follow me.”
serving,1 Corinthians 15:58,"Therefore, my dear brothers and sisters, stand firm. Let nothing move you. Always give yourselves fully to the work of the Lord, because you know that your labor in the Lord is not in vain."
serving,Romans 12:11,"Never be lacking in zeal, but keep your spiritual fervor, serving the Lord."
serving,John 12:26,"Whoever serves me must follow me; and where I am, my servant also will be. My Father will honor the one who serves me."
serving,Mark 9:35,"Sitting down, Jesus called the Twelve and said, “Anyone who wants to be first must be the very last, and the servant of all.”"
serving,Mark 10:45,"For even the Son of Man did not come to be served, but to serve, and to give his life as a ransom for many."
serving,Matthew 25:21,"His master replied, ‘Well done, good and faithful servant! You have been faithful with a few things; I will put you in charge of many things. Come and share your master’s happiness!’"
serving,Deuteronomy 13:4,"It is the Lord your God you must follow, and him you must revere. Keep his commands and obey him; serve him and hold fast to him."
serving,2 Timothy 3:16-17,"All Scripture is God-breathed and is useful for teaching, rebuking, correcting and training in righteousness, so that the servant of God may be thoroughly equipped for every good work."
serving,Galatians 5:13,"You, my brothers and sisters, were called to be free. But do not use your freedom to indulge the flesh; rather, serve one another humbly in love."
serving,Deuteronomy 10:12-13,"And now, Israel, what does the Lord your God ask of you but to fear the Lord your God, to walk in obedience to him, to love him, to serve the Lord your God with all your heart and with all your soul, and to observe the Lord’s commands and decrees that I am giving you today for your own good?"
serving,Matthew 20:28,"Just as the Son of Man did not come to be served, but to serve, and to give his life as a ransom for many."
serving,Psalm 37:23,The Lord makes firm the steps of the one who delights in him.
serving,1 Corinthians 3:9,"For we are co-workers in God’s service; you are God’s field, God’s building."
serving,John 13:14,"Now that I, your Lord and Teacher, have washed your feet, you also should wash one another’s feet."
serving,Matthew 20:26-27,"Not so with you. Instead, whoever wants to become great among you must be your servant, and whoever wants to be first must be your slave."
serving,Joshua 24:15,"But if serving the Lord seems undesirable to you, then choose for yourselves this day whom you will serve, whether the gods your ancestors served beyond the Euphrates, or the gods of the Amorites, in whose land you are living. But as for me and my household, we will serve the Lord."
serving,Joshua 22:5,"But be very careful to keep the commandment and the law that Moses the servant of the Lord gave you: to love the Lord your God, to walk in obedience to him, to keep his commands, to hold fast to him and to serve him with all your heart and with all your soul."
serving,Hebrews 6:10,God is not unjust; he will not forget your work and the love you have shown him as you have helped his people and continue to help them.
serving,Matthew 6:24,"No one can serve two masters. Either you will hate the one and love the other, or you will be devoted to the one and despise the other. You cannot serve both God and money."
serving,1 Peter 2:16,"Live as free people, but do not use your freedom as a cover-up for evil; live as God’s slaves."
serving,Psalm 34:22,The Lord will rescue his servants; no one who takes refuge in him will be condemned.
serving,Romans 6:13,"Do not offer any part of yourself to sin as an instrument of wickedness, but rather offer yourselves to God as those who have been brought from death to life; and offer every part of yourself to him as an instrument of righteousness."
serving,Hebrews 9:14,"How much more, then, will the blood of Christ, who through the eternal Spirit offered himself unblemished to God, cleanse our consciences from acts that lead to death, so that we may serve the living God!"
serving,1 Samuel 12:24,But be sure to fear the Lord and serve him faithfully with all your heart; consider what great things he has done for you.
serving,John 13:16,"Very truly I tell you, no servant is greater than his master, nor is a messenger greater than the one who sent him."
sickness,James 5:14-15,"Is anyone among you sick? Let them call the elders of the church to pray over them and anoint them with oil in the name of the Lord. And the prayer offered in faith will make the sick person well; the Lord will raise them up. If they have sinned, they will be forgiven."
sickness,Exodus 23:25,"Worship the Lord your God, and his blessing will be on your food and water. I will take away sickness from among you."
sickness,3 John 1:2,"Dear friend, I pray that you may enjoy good health and that all may go well with you, even as your soul is getting along well."
sickness,Psalm 147:3,He heals the brokenhearted and binds up their wounds.
sickness,Proverbs 17:22,"A cheerful heart is good medicine, but a crushed spirit dries up the bones."
sickness,Isaiah 53:4,"Surely he took up our pain and bore our suffering, yet we considered him punished by God, stricken by him, and afflicted."
sickness,Exodus 15:26,"If you listen carefully to the Lord your God and do what is right in his eyes, if you pay attention to his commands and keep all his decrees, I will not bring on you any of the diseases I brought on the Egyptians, for I am the Lord, who heals you."
sickness,Matthew 10:8,"Heal the sick, raise the dead, cleanse those who have leprosy, drive out demons. Freely you have received; freely give."
sickness,Jeremiah 17:14,"Heal me, Lord, and I will be healed; save me and I will be saved, for you are the one I praise."
sickness,James 5:16,Therefore confess your sins to each other and pray for each other so that you may be healed. The prayer of a righteous person is powerful and effective.
sickness,Luke 10:9,"Heal the sick who are there and tell them, ‘The kingdom of God has come near to you.’"
sickness,Proverbs 13:12,"Hope deferred makes the heart sick, but a longing fulfilled is a tree of life."
sickness,Psalm 146:8,"The Lord gives sight to the blind, the Lord lifts up those who are bowed down, the Lord loves the righteous."
sickness,Psalm 32:3,"When I kept silent, my bones wasted away through my groaning all day long."
sickness,Isaiah 53:3,"He was despised and rejected by mankind, a man of suffering, and familiar with pain. Like one from whom people hide their faces he was despised, and we held him in low esteem."
sickness,Revelation 21:3-4,"And I heard a loud voice from the throne saying, “Look! God’s dwelling place is now among the people, and he will dwell with them. They will be his people, and God himself will be with them and be their God. ‘He will wipe every tear from their eyes. There will be no more death’ or mourning or crying or pain, for the old order of things has passed away.”"
sin,1 Corinthians 6:9-10,Or do you not know that wrongdoers will not inherit the kingdom of God? Do not be deceived: Neither the sexually immoral nor idolaters nor adulterers nor men who have sex with men nor thieves nor the greedy nor drunkards nor slanderers nor swindlers will inherit the kingdom of God.
sin,1 John 1:9,"If we confess our sins, he is faithful and just and will forgive us our sins and purify us from all unrighteousness."
sin,Romans 3:23-24,"For all have sinned and fall short of the glory of God, and all are justified freely by his grace through the redemption that came by Christ Jesus."
sin,Colossians 3:5,"Put to death, therefore, whatever belongs to your earthly nature: sexual immorality, impurity, lust, evil desires and greed, which is idolatry."
sin,Romans 6:15,What then? Shall we sin because we are not under the law but under grace? By no means!
sin,Psalm 119:133,Direct my footsteps according to your word; let no sin rule over me.
sin,Matthew 18:15,"If your brother or sister sins, go and point out their fault, just between the two of you. If they listen to you, you have won them over."
sin,James 4:4,"You adulterous people, don’t you know that friendship with the world means enmity against God? Therefore, anyone who chooses to be a friend of the world becomes an enemy of God."
sin,Psalm 51:1-2,"Have mercy on me, O God, according to your unfailing love; according to your great compassion blot out my transgressions. Wash away all my iniquity and cleanse me from my sin."
sin,Proverbs 10:9,"Whoever walks in integrity walks securely, but whoever takes crooked paths will be found out."
sin,Matthew 7:3,Why do you look at the speck of sawdust in your brother’s eye and pay no attention to the plank in your own eye?
sin,Luke 6:45,"A good man brings good things out of the good stored up in his heart, and an evil man brings evil things out of the evil stored up in his heart. For the mouth speaks what the heart is full of."
sin,1 Peter 4:8,"Above all, love each other deeply, because love covers over a multitude of sins."
sin,1 John 1:6,"If we claim to have fellowship with him and yet walk in the darkness, we lie and do not live out the truth."
sin,Ephesians 5:11-12,"Have nothing to do with the fruitless deeds of darkness, but rather expose them. It is shameful even to mention what the disobedient do in secret."
sin,Psalm 1:1,Blessed is the one who does not walk in step with the wicked or stand in the way that sinners take or sit in the company of mockers.
sin,Galatians 6:1,"Brothers and sisters, if someone is caught in a sin, you who live by the Spirit should restore that person gently. But watch yourselves, or you also may be tempted."
sin,1 Peter 2:24,"“He himself bore our sins” in his body on the cross, so that we might die to sins and live for righteousness; “by his wounds you have been healed.”"
sin,Mark 7:20-23,"He went on: “What comes out of a person is what defiles them. For it is from within, out of a person’s heart, that evil thoughts come—sexual immorality, theft, murder, adultery, greed, malice, deceit, lewdness, envy, slander, arrogance and folly. All these evils come from inside and defile a person.”"
sin,James 4:8,"Come near to God and he will come near to you. Wash your hands, you sinners, and purify your hearts, you double-minded."
sin,James 3:10,"Out of the same mouth come praise and cursing. My brothers and sisters, this should not be."
sin,Hebrews 9:28,"So Christ was sacrificed once to take away the sins of many; and he will appear a second time, not to bear sin, but to bring salvation to those who are waiting for him."
sin,Matthew 6:14,"For if you forgive other people when they sin against you, your heavenly Father will also forgive you."
sin,Ephesians 5:3,"But among you there must not be even a hint of sexual immorality, or of any kind of impurity, or of greed, because these are improper for God’s holy people."
sin,Romans 3:20,"Therefore no one will be declared righteous in God’s sight by the works of the law; rather, through the law we become conscious of our sin."
singing,Psalm 59:16,"But I will sing of your strength, in the morning I will sing of your love; for you are my fortress, my refuge in times of trouble."
singing,Psalm 63:3-4,"Because your love is better than life, my lips will glorify you. I will praise you as long as I live, and in your name I will lift up my hands."
singing,Colossians 3:16,"Let the message of Christ dwell among you richly as you teach and admonish one another with all wisdom through psalms, hymns, and songs from the Spirit, singing to God with gratitude in your hearts."
singing,Zephaniah 3:17,"The Lord your God is with you, the Mighty Warrior who saves. He will take great delight in you; in his love he will no longer rebuke you, but will rejoice over you with singing."
singing,Acts 16:25,"About midnight Paul and Silas were praying and singing hymns to God, and the other prisoners were listening to them."
singing,Psalm 68:4-5,"Sing to God, sing in praise of his name, extol him who rides on the clouds; rejoice before him—his name is the Lord. A father to the fatherless, a defender of widows, is God in his holy dwelling."
singing,Psalm 9:2,"I will be glad and rejoice in you; I will sing the praises of your name, O Most High."
singing,Psalm 13:5-6,"But I trust in your unfailing love; my heart rejoices in your salvation. I will sing the Lord’s praise, for he has been good to me."
singing,Psalm 32:7,You are my hiding place; you will protect me from trouble and surround me with songs of deliverance.
singing,Psalm 71:23,My lips will shout for joy when I sing praise to you— I whom you have delivered.
singing,Psalm 108:3,"I will praise you, Lord, among the nations; I will sing of you among the peoples."
singing,Isaiah 12:5,"Sing to the Lord, for he has done glorious things; let this be known to all the world."
singing,Psalm 66:17,I cried out to him with my mouth; his praise was on my tongue.
singing,Psalm 104:33,I will sing to the Lord all my life; I will sing praise to my God as long as I live.
singing,Job 29:12-13,"Because I rescued the poor who cried for help, and the fatherless who had none to assist them. The one who was dying blessed me; I made the widow’s heart sing."
slavery,Galatians 5:1,"It is for freedom that Christ has set us free. Stand firm, then, and do not let yourselves be burdened again by a yoke of slavery."
slavery,John 8:34,"Jesus replied, “Very truly I tell you, everyone who sins is a slave to sin.”"
slavery,Romans 8:15,"The Spirit you received does not make you slaves, so that you live in fear again; rather, the Spirit you received brought about your adoption to sonship. And by him we cry, “Abba, Father.”"
slavery,Deuteronomy 5:15,Remember that you were slaves in Egypt and that the Lord your God brought you out of there with a mighty hand and an outstretched arm. Therefore the Lord your God has commanded you to observe the Sabbath day.
slavery,John 8:36,"So if the Son sets you free, you will be free indeed."
slavery,Proverbs 22:7,"The rich rule over the poor, and the borrower is slave to the lender."
slavery,Romans 6:22,"But now that you have been set free from sin and have become slaves of God, the benefit you reap leads to holiness, and the result is eternal life."
slavery,Titus 2:9-10,"Teach slaves to be subject to their masters in everything, to try to please them, not to talk back to them, and not to steal from them, but to show that they can be fully trusted, so that in every way they will make the teaching about God our Savior attractive."
slavery,1 Peter 2:16,"Live as free people, but do not use your freedom as a cover-up for evil; live as God’s slaves."
slavery,Isaiah 58:6,"Is not this the kind of fasting I have chosen: to loose the chains of injustice and untie the cords of the yoke, to set the oppressed free and break every yoke?"
slavery,Matthew 20:26-27,"Not so with you. Instead, whoever wants to become great among you must be your servant, and whoever wants to be first must be your slave."
slavery,Romans 6:5-6,"For if we have been united with him in a death like his, we will certainly also be united with him in a resurrection like his. For we know that our old self was crucified with him so that the body ruled by sin might be done away with, that we should no longer be slaves to sin."
slavery,Luke 4:18,"The Spirit of the Lord is on me, because he has anointed me to proclaim good news to the poor. He has sent me to proclaim freedom for the prisoners and recovery of sight for the blind, to set the oppressed free."
slavery,Proverbs 12:24,"Diligent hands will rule, but laziness ends in forced labor."
slavery,Galatians 3:28,"There is neither Jew nor Gentile, neither slave nor free, nor is there male and female, for you are all one in Christ Jesus."
slavery,1 Corinthians 12:13,"For we were all baptized by one Spirit so as to form one body—whether Jews or Gentiles, slave or free—and we were all given the one Spirit to drink."
slavery,John 13:16,"Very truly I tell you, no servant is greater than his master, nor is a messenger greater than the one who sent him."
soul,Deuteronomy 4:29,"But if from there you seek the Lord your God, you will find him if you seek him with all your heart and with all your soul."
soul,Matthew 16:26,"What good will it be for someone to gain the whole world, yet forfeit their soul? Or what can anyone give in exchange for their soul?"
soul,Psalm 62:1,Truly my soul finds rest in God; my salvation comes from him.
soul,Psalm 42:11,"Why, my soul, are you downcast? Why so disturbed within me? Put your hope in God, for I will yet praise him, my Savior and my God."
soul,Jeremiah 6:16,"This is what the Lord says: “Stand at the crossroads and look; ask for the ancient paths, ask where the good way is, and walk in it, and you will find rest for your souls. But you said, ‘We will not walk in it.’”"
soul,Matthew 22:37,Jesus replied: ‘Love the Lord your God with all your heart and with all your soul and with all your mind.’
soul,3 John 1:2,"Dear friend, I pray that you may enjoy good health and that all may go well with you, even as your soul is getting along well."
